Record Length,2500,Points,-880.000006873E-6,0.0,,Record Length,2500,Points,-880.000006873E-6,0.0,
Sample Interval,1.000000E-6,s,-878.999999259E-6,19.9999996E-3,,Sample Interval,1.000000E-6,s,-878.999999259E-6,0.0,
Trigger Point,880.000009095,Samples,-877.999991644E-6,19.9999996E-3,,Trigger Point,880.000009095,Samples,-877.999991644E-6,0.0,
,,,-876.999984030E-6,0.0,,,,,-876.999984030E-6,0.0,
,,,-876.000034623E-6,19.9999996E-3,,,,,-876.000034623E-6,0.0,
,,,-875.000027008E-6,19.9999996E-3,,,,,-875.000027008E-6,0.0,
Source,CH1,,-874.000019394E-6,19.9999996E-3,,Source,CH2,,-874.000019394E-6,0.0,
Vertical Units,Volts,,-873.000011779E-6,19.9999996E-3,,Vertical Units,Volts,,-873.000011779E-6,0.0,
Vertical Scale,499.999988824E-3,,-872.000004165E-6,19.9999996E-3,,Vertical Scale,2.0000000,,-872.000004165E-6,0.0,
Vertical Offset,0,,-870.999996550E-6,19.9999996E-3,,Vertical Offset,0,,-870.999996550E-6,-79.999998212E-3,
Horizontal Units,s,,-869.999988936E-6,0.0,,Horizontal Units,s,,-869.999988936E-6,0.0,
Horizontal Scale,249.99999937E-6,,-868.999981321E-6,0.0,,Horizontal Scale,249.99999937E-6,,-868.999981321E-6,0.0,
Pt Fmt,Y,,-868.000031915E-6,19.9999996E-3,,Pt Fmt,Y,,-868.000031915E-6,79.999998212E-3,
Yzero,-1.8400000,,-867.000024300E-6,19.9999996E-3,,Yzero,-1.4000000,,-867.000024300E-6,79.999998212E-3,
Probe Atten,1.000000,,-866.000016686E-6,19.9999996E-3,,Probe Atten,1.000000,,-866.000016686E-6,0.0,
,,,-865.000009071E-6,19.9999996E-3,,,,,-865.000009071E-6,0.0,
Note,TDS 1002B - 3:31:27 PM   3/2/2023,,-864.000001457E-6,39.99999911E-3,,Note,TDS 1002B - 3:31:27 PM   3/2/2023,,-864.000001457E-6,79.999998212E-3,
,,,-862.999993842E-6,19.9999996E-3,,,,,-862.999993842E-6,0.0,
,,,-861.999986228E-6,19.9999996E-3,,,,,-861.999986228E-6,0.0,
,,,-860.999978613E-6,0.0,,,,,-860.999978613E-6,0.0,
,,,-860.000029206E-6,0.0,,,,,-860.000029206E-6,79.999998212E-3,
,,,-859.000021592E-6,19.9999996E-3,,,,,-859.000021592E-6,0.0,
,,,-858.000013977E-6,19.9999996E-3,,,,,-858.000013977E-6,0.0,
,,,-857.000006363E-6,19.9999996E-3,,,,,-857.000006363E-6,0.0,
,,,-855.999998748E-6,0.0,,,,,-855.999998748E-6,0.0,
,,,-854.999991134E-6,19.9999996E-3,,,,,-854.999991134E-6,0.0,
,,,-853.999983519E-6,19.9999996E-3,,,,,-853.999983519E-6,0.0,
,,,-853.000034112E-6,19.9999996E-3,,,,,-853.000034112E-6,0.0,
,,,-852.000026498E-6,19.9999996E-3,,,,,-852.000026498E-6,0.0,
